Acc	AttrName	AttrVal
SAMN08475470	disease	--
SAMN08475469	disease	--
SAMN08475468	disease	--
SAMN08475467	disease	--
SAMN08475466	disease	--
SAMN08475465	disease	--
SAMN08475464	disease	--
SAMN08475463	disease	--
SAMN08475462	disease	--
SAMN08475461	disease	--
SAMN08475460	disease	--
SAMN08475459	disease	--
SAMN08475458	disease	--
SAMN08475457	disease	--
SAMN08475456	disease	--
SAMN08475455	disease	--
SAMN08475454	disease	--
SAMN08475453	disease	--
SAMN08475452	disease	--
SAMN08475451	disease	--
SAMN08475450	disease	--
SAMN08475449	disease	--
SAMN08475448	disease	--
SAMN08475447	disease	--
SAMN08475446	disease	--
SAMN08475445	disease	--
SAMN08475444	disease	--
SAMN08475443	disease	--
SAMN08475442	disease	--
SAMN08475441	disease	--
SAMN08475440	disease	--
SAMN08475439	disease	--
SAMN08475438	disease	--
SAMN08475437	disease	--
SAMN08475436	disease	--
SAMN08475435	disease	--
SAMN08475434	disease	--
SAMN08475433	disease	--
SAMN08475432	disease	--
SAMN08475431	disease	--
SAMN08475430	disease	--
SAMN08475429	disease	--
SAMN08475428	disease	--
SAMN08475427	disease	--
SAMN08475426	disease	--
SAMN08475425	disease	--
SAMN08475424	disease	--
SAMN08475423	disease	--
SAMN08475422	disease	--
SAMN08475421	disease	--
SAMN08475420	disease	--
SAMN08475419	disease	--
SAMN08475418	disease	--
SAMN08475417	disease	--
SAMN08475416	disease	--
SAMN08475415	disease	--
SAMN08475414	disease	--
SAMN08475413	disease	--
SAMN08475412	disease	--
SAMN08475411	disease	--
SAMN08475410	disease	--
SAMN08475409	disease	--
SAMN08475408	disease	--
SAMN08475407	disease	--
SAMN08475406	disease	--
SAMN08475405	disease	--
SAMN08475404	disease	--
SAMN08475403	disease	--
SAMN07512805	disease	endometrial adenocarcinoma
SAMN07512804	disease	non-small cell lung cancer
SAMN07512803	disease	large cell lung cancer
SAMN07512802	disease	colorectal adenocarcinoma
SAMN07512801	disease	brain astrocytoma
SAMN07512800	disease	endometrial carcinoma
SAMN07512799	disease	ovarian epithelial-serous carcinoma
SAMN07512798	disease	small cell lung cancer
SAMN08450127	disease	Generalized pustular psoriasis
SAMN08450126	disease	Generalized pustular psoriasis
SAMN08450125	disease	Generalized pustular psoriasis
SAMN08450124	disease	Generalized pustular psoriasis
SAMN08450123	disease	Generalized pustular psoriasis
SAMN08450122	disease	Generalized pustular psoriasis
SAMN08450121	disease	Generalized pustular psoriasis
SAMN08450120	disease	Generalized pustular psoriasis
SAMN08450119	disease	Generalized pustular psoriasis
SAMN08450118	disease	Generalized pustular psoriasis
SAMN08450117	disease	Generalized pustular psoriasis
SAMN08450116	disease	Generalized pustular psoriasis
SAMN08450115	disease	Generalized pustular psoriasis
SAMN08450114	disease	Generalized pustular psoriasis
SAMN08450113	disease	Generalized pustular psoriasis
SAMN08103873	disease	Chronic Myelogenous Leukemia
SAMN08103872	disease	Chronic Myelogenous Leukemia
SAMN08103871	disease	Chronic Myelogenous Leukemia
SAMN08103870	disease	Chronic Myelogenous Leukemia
SAMN08103869	disease	Chronic Myelogenous Leukemia
SAMN08103868	disease	Chronic Myelogenous Leukemia
SAMN08103867	disease	Chronic Myelogenous Leukemia
SAMN08103866	disease	Chronic Myelogenous Leukemia
SAMN08103865	disease	Chronic Myelogenous Leukemia
SAMN08103864	disease	Chronic Myelogenous Leukemia
SAMN08103863	disease	Chronic Myelogenous Leukemia
SAMN08103862	disease	Chronic Myelogenous Leukemia
SAMN08103861	disease	Chronic Myelogenous Leukemia
SAMN08103860	disease	Chronic Myelogenous Leukemia
SAMN08103859	disease	Chronic Myelogenous Leukemia
SAMN08103858	disease	Chronic Myelogenous Leukemia
SAMN08103857	disease	Chronic Myelogenous Leukemia
SAMN08103856	disease	Chronic Myelogenous Leukemia
SAMN08103855	disease	Chronic Myelogenous Leukemia
SAMN08103854	disease	Chronic Myelogenous Leukemia
SAMN08103853	disease	Chronic Myelogenous Leukemia
SAMN08103852	disease	Chronic Myelogenous Leukemia
SAMN08103851	disease	Chronic Myelogenous Leukemia
SAMN08103850	disease	Chronic Myelogenous Leukemia
SAMN08103849	disease	Chronic Myelogenous Leukemia
SAMN08103848	disease	Chronic Myelogenous Leukemia
SAMN08103847	disease	Chronic Myelogenous Leukemia
SAMN08103846	disease	Chronic Myelogenous Leukemia
SAMN08103845	disease	Chronic Myelogenous Leukemia
SAMN08103844	disease	Chronic Myelogenous Leukemia
SAMN08103843	disease	Chronic Myelogenous Leukemia
SAMN08103842	disease	Chronic Myelogenous Leukemia
SAMN08103841	disease	Chronic Myelogenous Leukemia
SAMN08103840	disease	Chronic Myelogenous Leukemia
SAMN08103839	disease	Chronic Myelogenous Leukemia
SAMN08103838	disease	Chronic Myelogenous Leukemia
SAMN08103837	disease	Chronic Myelogenous Leukemia
SAMN08103836	disease	Chronic Myelogenous Leukemia
SAMN08103835	disease	Acute promyelocytic leukemia
SAMN08103834	disease	Acute promyelocytic leukemia
SAMN08103833	disease	Acute promyelocytic leukemia
SAMN08103832	disease	Colorectal carcinoma
SAMN08103831	disease	Colorectal carcinoma
SAMN08103830	disease	Colorectal carcinoma
SAMN08103829	disease	Chronic Myelogenous Leukemia
SAMN08103828	disease	Chronic Myelogenous Leukemia
SAMN08103827	disease	Chronic Myelogenous Leukemia
SAMN08103826	disease	Chronic Myelogenous Leukemia
SAMN08103825	disease	Chronic Myelogenous Leukemia
SAMN08103824	disease	Chronic Myelogenous Leukemia
SAMN08103823	disease	Chronic Myelogenous Leukemia
SAMN08103822	disease	Chronic Myelogenous Leukemia
SAMN08103821	disease	Chronic Myelogenous Leukemia
SAMN08103820	disease	Chronic Myelogenous Leukemia
SAMN08103819	disease	Chronic Myelogenous Leukemia
SAMN08103818	disease	Chronic Myelogenous Leukemia
SAMN08103817	disease	Chronic Myelogenous Leukemia
SAMN08103816	disease	Chronic Myelogenous Leukemia
SAMN08103815	disease	Chronic Myelogenous Leukemia
SAMN08103814	disease	Chronic Myelogenous Leukemia
SAMN08103813	disease	Chronic Myelogenous Leukemia
SAMN08103812	disease	Chronic Myelogenous Leukemia
SAMN08103811	disease	Chronic Myelogenous Leukemia
SAMN08103810	disease	Chronic Myelogenous Leukemia
SAMN08103809	disease	Chronic Myelogenous Leukemia
SAMN08103808	disease	Chronic Myelogenous Leukemia
SAMN08103807	disease	Chronic Myelogenous Leukemia
SAMN08103806	disease	Chronic Myelogenous Leukemia
SAMN08103805	disease	Chronic Myelogenous Leukemia
SAMN08103804	disease	Chronic Myelogenous Leukemia
SAMN08103803	disease	Chronic Myelogenous Leukemia
SAMN08103802	disease	Chronic Myelogenous Leukemia
SAMN08103801	disease	Chronic Myelogenous Leukemia
SAMN08093723	disease	Normal
SAMN08093722	disease	Normal
SAMN08093721	disease	Normal
SAMN08093720	disease	Normal
SAMN08093719	disease	Normal
SAMN08093718	disease	Normal
SAMN08093717	disease	Normal
SAMN08093716	disease	Normal
SAMN08093715	disease	Normal
SAMN08093714	disease	Normal
SAMN08093713	disease	Normal
SAMN08093712	disease	Normal
SAMN08093711	disease	Normal
SAMN08093710	disease	Normal
SAMN08093709	disease	Normal
SAMN08093708	disease	Normal
SAMN08093707	disease	Normal
SAMN08093706	disease	Normal
SAMN08093705	disease	Normal
SAMN08093704	disease	Normal
SAMN08093703	disease	Normal
SAMN08093702	disease	Normal
SAMN08093701	disease	Normal
SAMN08093700	disease	Normal
SAMN08093699	disease	Normal
SAMN08093698	disease	Normal
SAMN08093697	disease	Normal
SAMN08093696	disease	Normal
SAMN08093695	disease	Normal
SAMN08093694	disease	Normal
SAMN08093693	disease	Normal
SAMN08093692	disease	Normal
SAMN08093691	disease	Normal
SAMN08093690	disease	Normal
SAMN08093689	disease	Normal
SAMN08093688	disease	Normal
SAMN08093687	disease	Normal
SAMN08093686	disease	Normal
SAMN08093685	disease	Normal
SAMN08093684	disease	Normal
SAMN08093683	disease	Normal
SAMN08093682	disease	Normal
SAMN08093681	disease	Normal
SAMN08093680	disease	Normal
SAMN08093679	disease	Normal
SAMN08093678	disease	Normal
SAMN08093677	disease	Normal
SAMN08093676	disease	Normal
SAMN08093675	disease	Normal
SAMN08093674	disease	Normal
SAMN08093673	disease	Normal
SAMN08093672	disease	Normal
SAMN08093671	disease	Normal
SAMN08093670	disease	Normal
SAMN08093669	disease	Normal
SAMN08093668	disease	Normal
SAMN08093667	disease	Normal
SAMN08093666	disease	Normal
SAMN08093665	disease	Normal
SAMN08093664	disease	Normal
SAMN08093663	disease	Normal
SAMN08093662	disease	Normal
SAMN08093661	disease	Normal
SAMN08093660	disease	Normal
SAMN08093659	disease	Normal
SAMN08093658	disease	Normal
SAMN08093657	disease	Normal
SAMN08093656	disease	Normal
SAMN08093655	disease	Normal
SAMN08093654	disease	Normal
SAMN08093653	disease	Normal
SAMN08093652	disease	Normal
SAMEA104500410	disease	colorectal cancer
SAMEA104500409	disease	colorectal cancer
SAMEA104500408	disease	colorectal cancer
SAMEA104500407	disease	colorectal cancer
SAMEA104500406	disease	colorectal cancer
SAMEA104500405	disease	colorectal cancer
SAMEA104499840	disease	hypomyelinating leukodystrophy
SAMEA104499839	disease	hypomyelinating leukodystrophy
SAMEA104499838	disease	hypomyelinating leukodystrophy
SAMEA104499837	disease	hypomyelinating leukodystrophy
SAMEA104499836	disease	hypomyelinating leukodystrophy
SAMEA104499835	disease	hypomyelinating leukodystrophy
SAMEA104499834	disease	hypomyelinating leukodystrophy
SAMEA104289197	disease	Hypomyelinating leukodystrophy
SAMEA104289196	disease	Hypomyelinating leukodystrophy
SAMEA104289195	disease	Hypomyelinating leukodystrophy
SAMEA104289194	disease	Hypomyelinating leukodystrophy
SAMEA104289193	disease	Hypomyelinating leukodystrophy
SAMEA104289192	disease	Hypomyelinating leukodystrophy
SAMEA104289191	disease	Hypomyelinating leukodystrophy
SAMEA104289190	disease	Hypomyelinating leukodystrophy
SAMEA104289189	disease	Hypomyelinating leukodystrophy
SAMEA104289188	disease	Hypomyelinating leukodystrophy
SAMEA104289187	disease	Hypomyelinating leukodystrophy
SAMEA104289186	disease	Hypomyelinating leukodystrophy
SAMEA104289185	disease	Hypomyelinating leukodystrophy
SAMEA104289184	disease	Hypomyelinating leukodystrophy
SAMEA104289183	disease	Hypomyelinating leukodystrophy
SAMN08451450	disease	Ovarian Cancer
SAMN08451449	disease	Ovarian Cancer
SAMN08451448	disease	Ovarian Cancer
SAMN08451447	disease	Ovarian Cancer
SAMN08451446	disease	Ovarian Cancer
SAMN08451445	disease	Ovarian Cancer
SAMN08451444	disease	Ovarian Cancer
SAMN08451443	disease	Ovarian Cancer
SAMN08451442	disease	Ovarian Cancer
SAMN08451441	disease	Ovarian Cancer
SAMN08451440	disease	Ovarian Cancer
SAMN08451439	disease	Ovarian Cancer
SAMN08451438	disease	Ovarian Cancer
SAMN08451437	disease	Ovarian Cancer
SAMN08451436	disease	Ovarian Cancer
SAMN08451435	disease	Ovarian Cancer
SAMN08451434	disease	Ovarian Cancer
SAMN08451433	disease	Ovarian Cancer
SAMN08451432	disease	Ovarian Cancer
SAMN08451431	disease	Ovarian Cancer
SAMN08451430	disease	Ovarian Cancer
SAMN08451429	disease	Ovarian Cancer
SAMN08451428	disease	Ovarian Cancer
SAMN08451427	disease	Ovarian Cancer
SAMN08451426	disease	Ovarian Cancer
SAMN08451425	disease	Ovarian Cancer
SAMN08451424	disease	Ovarian Cancer
SAMN08451423	disease	Ovarian Cancer
SAMN08451422	disease	Ovarian Cancer
SAMN08451421	disease	Ovarian Cancer
SAMN08451420	disease	Ovarian Cancer
SAMN08451419	disease	Ovarian Cancer
SAMN08451418	disease	Ovarian Cancer
SAMN08451417	disease	Ovarian Cancer
SAMN08451416	disease	Ovarian Cancer
SAMN08451415	disease	Ovarian Cancer
SAMN08451414	disease	Ovarian Cancer
SAMN08451413	disease	Ovarian Cancer
SAMN08451412	disease	Ovarian Cancer
SAMN08451411	disease	Ovarian Cancer
SAMN08451410	disease	Ovarian Cancer
SAMN08451409	disease	Ovarian Cancer
SAMN08451408	disease	Ovarian Cancer
SAMN08451407	disease	Ovarian Cancer
SAMN08451406	disease	Ovarian Cancer
SAMN08451405	disease	Ovarian Cancer
SAMN08451404	disease	Ovarian Cancer
SAMN08451403	disease	Ovarian Cancer
SAMN08451402	disease	Ovarian Cancer
SAMN08451401	disease	Ovarian Cancer
SAMN08451400	disease	Ovarian Cancer
SAMN08451399	disease	Ovarian Cancer
SAMN08451398	disease	Ovarian Cancer
SAMN08451397	disease	Ovarian Cancer
SAMN08451396	disease	Ovarian Cancer
SAMN08451395	disease	Ovarian Cancer
SAMN08451394	disease	Ovarian Cancer
SAMN08451393	disease	Ovarian Cancer
SAMN08451392	disease	Ovarian Cancer
SAMN08451391	disease	Ovarian Cancer
SAMEA3959560	disease	glioma
SAMEA3959559	disease	glioma
SAMEA3959558	disease	glioma
SAMEA3959557	disease	glioma
SAMEA3959556	disease	seminoma
SAMEA3959555	disease	seminoma
SAMEA3959554	disease	seminoma
SAMEA3959553	disease	seminoma
SAMEA3959552	disease	embryonal carcinoma
SAMEA3959551	disease	embryonal carcinoma
SAMEA3959550	disease	hepatocellular carcinoma
SAMEA3959549	disease	hepatocellular carcinoma
SAMEA3959548	disease	hepatocellular carcinoma
SAMEA3959547	disease	glioma
SAMEA3959546	disease	glioma
SAMEA3959545	disease	glioma
SAMEA3959544	disease	adenocarcinoma
SAMEA3959543	disease	adenocarcinoma
SAMEA3959542	disease	adenocarcinoma
SAMEA3959541	disease	adenocarcinoma
SAMEA3959540	disease	adenocarcinoma
SAMEA3959539	disease	adenocarcinoma
SAMEA3959538	disease	adenocarcinoma
SAMEA3959537	disease	adenocarcinoma
SAMEA3959536	disease	adenocarcinoma
SAMEA3959535	disease	adenocarcinoma
SAMN08166778	disease	Normal non smokers
SAMN08166777	disease	Normal non smokers
SAMN08166776	disease	Normal non smokers
SAMN08166775	disease	Normal non smokers
SAMN08166774	disease	Normal non smokers
SAMN08166773	disease	Normal non smokers
SAMN08166772	disease	Normal non smokers
SAMN08166771	disease	Normal non smokers
SAMN08166770	disease	Normal non smokers
SAMN08166769	disease	Normal non smokers
SAMN08166768	disease	Normal non smokers
SAMN08166767	disease	Normal non smokers
SAMN08166766	disease	Normal non smokers
SAMN08166765	disease	Normal non smokers
SAMN08166764	disease	Normal non smokers
SAMN08166763	disease	Normal non smokers
SAMN08166762	disease	Normal non smokers
SAMN08166761	disease	Normal non smokers
SAMN07271098	disease	Normal
SAMN07271097	disease	Normal
SAMN07271096	disease	Normal
SAMN07271095	disease	Normal
SAMN07271094	disease	Normal
SAMN07271093	disease	Normal
SAMN07271092	disease	Normal
SAMN07271091	disease	Normal
SAMN07271090	disease	Normal
SAMN07271089	disease	Normal
SAMN07271088	disease	Normal
SAMN07271087	disease	Normal
SAMN07271086	disease	Normal
SAMN07271085	disease	Normal
SAMN07271084	disease	Normal
SAMN07271083	disease	Normal
SAMN07271082	disease	Normal
SAMN07271081	disease	Normal
SAMN07271080	disease	Normal
SAMN07271079	disease	Normal
SAMN07271078	disease	Normal
SAMN07271077	disease	Normal
SAMN07271076	disease	Normal
SAMN07271075	disease	Normal
SAMN07271074	disease	Normal
SAMN07271073	disease	Normal
SAMN07271072	disease	Normal
SAMN07271071	disease	Normal
SAMN07271070	disease	Normal
SAMN07271069	disease	Normal
SAMN07271068	disease	Normal
SAMN07271067	disease	Normal
SAMN07271066	disease	Normal
SAMN07271065	disease	Normal
SAMN07271064	disease	Normal
SAMN07271063	disease	Normal
SAMN07271062	disease	Normal
SAMN07271061	disease	Normal
SAMN07271060	disease	Normal
SAMN07271059	disease	Normal
SAMN07271058	disease	Normal
SAMN07271057	disease	Normal
SAMN07271056	disease	Normal
SAMN07271055	disease	Normal
SAMN07271054	disease	Normal
SAMN07271053	disease	Normal
SAMN07271052	disease	Normal
SAMN07271051	disease	Normal
SAMN07271050	disease	Normal
SAMN07271049	disease	Normal
SAMN07271048	disease	Normal
SAMN07271047	disease	Normal
SAMN07271046	disease	Normal
SAMN07271045	disease	Normal
SAMN07271044	disease	Normal
SAMN07271043	disease	Normal
SAMN07271042	disease	Normal
SAMN07271041	disease	Normal
SAMN07271040	disease	Normal
SAMN07271039	disease	Normal
SAMN07271038	disease	Normal
SAMN07271037	disease	Normal
SAMN07271036	disease	Normal
SAMN07271035	disease	Normal
SAMN07271034	disease	Normal
SAMN07271033	disease	Normal
SAMN07271032	disease	Normal
SAMN07271031	disease	Normal
SAMN07271030	disease	Normal
SAMN07271029	disease	Normal
SAMN07271028	disease	Normal
SAMN07271027	disease	Normal
SAMN06290257	disease	anaplastic thyroid cancer
SAMN06290253	disease	anaplastic thyroid cancer
SAMN06290252	disease	anaplastic thyroid cancer
SAMN06290250	disease	anaplastic thyroid cancer
SAMN06290236	disease	anaplastic thyroid cancer
SAMN06290234	disease	anaplastic thyroid cancer
SAMN06290233	disease	anaplastic thyroid cancer
SAMN06290204	disease	anaplastic thyroid cancer
SAMN06290174	disease	anaplastic thyroid cancer
SAMN06290173	disease	anaplastic thyroid cancer
SAMEA104554666	disease	influenza
SAMEA104554665	disease	influenza
SAMEA104554664	disease	influenza
SAMEA104554663	disease	influenza
SAMEA104554662	disease	influenza
SAMEA104554661	disease	influenza
SAMEA104554660	disease	influenza
SAMEA104554659	disease	influenza
SAMEA104554658	disease	influenza
SAMEA104554657	disease	influenza
SAMEA104554656	disease	influenza
SAMEA104554655	disease	influenza
SAMEA104554654	disease	influenza
SAMEA104554653	disease	influenza
SAMEA104554652	disease	influenza
SAMEA104554651	disease	influenza
SAMEA104554650	disease	influenza
SAMEA104554649	disease	influenza
SAMEA104554648	disease	influenza
SAMEA104554647	disease	influenza
SAMEA104554646	disease	influenza
SAMEA104554645	disease	influenza
SAMEA104554644	disease	influenza
SAMEA104554643	disease	influenza
SAMEA104554642	disease	influenza
SAMEA104554641	disease	influenza
SAMEA104554640	disease	influenza
SAMEA104554639	disease	influenza
SAMEA104554638	disease	influenza
SAMEA104554637	disease	influenza
SAMEA104554636	disease	influenza
SAMEA104554635	disease	influenza
SAMEA104554634	disease	influenza
SAMEA104554633	disease	influenza
SAMEA104554632	disease	influenza
SAMEA104554631	disease	influenza
SAMEA104554630	disease	influenza
SAMEA104554629	disease	influenza
SAMEA104554628	disease	influenza
SAMEA104554627	disease	influenza
SAMEA104554626	disease	influenza
SAMEA104554625	disease	influenza
SAMEA104554624	disease	influenza
SAMEA104554623	disease	influenza
SAMEA104554622	disease	influenza
SAMEA104554621	disease	influenza
SAMEA104554620	disease	influenza
SAMEA104554619	disease	influenza
SAMEA104554618	disease	influenza
SAMEA104554617	disease	influenza
SAMEA104554616	disease	influenza
SAMEA104554615	disease	influenza
SAMEA104554614	disease	influenza
SAMEA104554613	disease	influenza
SAMEA104554612	disease	influenza
SAMEA104554611	disease	influenza
